,은행명,지로코드,점포명,지점/출장소,점포형태(대), 점포형태(소),모점명,영업본부,특,구/시/군,구/읍/면/동,말단행정구역,건물번호 등,도로명,개점일,전화번호
299,신한은행,263481,동대문,지점,일반,리테일, ,중부,서울,중구,신당동,,775,마장로 11,1989-04-21,02-2231-5151
300,신한은행,219626,창동역,지점,일반,리테일, ,북부,서울,도봉구,창제4동,,16-1,노해로 391,1989-05-03,02-996-0858
301,신한은행,219574,명일역,지점,일반,리테일, ,강동,서울,강동구,명일제1동,,315-13,구천면로 427,1989-06-09,02-3426-8092
302,신한은행,263494,풍납동,지점,일반,리테일, ,강동,서울,송파구,풍납2동,,403-2,토성로 58,1989-06-16,02-479-0177
303,신한은행,263504,굽은다리역,지점,일반,리테일, ,강동,서울,강동구,명일제1동,,353-2,양재대로 1568,1989-06-27,02-3426-0581
304,신한은행,219600,방이동,지점,일반,리테일, ,강동,서울,송파구,방이2동,,108,백제고분로 463,1989-06-28,02-414-4711
305,신한은행,263766,잠실나루역,지점,일반,리테일, ,강동,서울,송파구,잠실4동,,17,올림픽로 435,1989-07-20,02-3431-6161
306,신한은행,219561,선유도역,지점,일반,리테일, ,강서,서울,영등포구,양평제2동,,68-1,양평로 99,1989-07-27,02-2672-1811
307,신한은행,263520,화곡역,지점,일반,리테일, ,강서,서울,강서구,화곡제3동,,1065-22,강서로 173,1989-10-13,02-2692-7022
308,신한은행,219095,마천동,지점,일반,리테일, ,강동,서울,송파구,마천2동,,35-1,거마로 61,1989-12-01,02-404-0161
309,신한은행,219105,낙성대역,지점,일반,리테일, ,남부,서울,관악구,인헌동,,1658-19,남부순환로 1942,1989-12-18,02-871-0471
310,신한은행,263533,마들역,지점,일반,리테일, ,북부,서울,노원구,상계9동,,649-4,동일로 1546,1989-12-22,02-938-4988
311,신한은행,263559,충무로역,지점,일반,리테일, ,중부,서울,중구,필동,,125-11,퇴계로 216,1990-02-20,02-2274-0922
312,신한은행,263562,강북금융센터,지점,일반,금융센터, ,북부,서울,강북구,번1동,,463-57,도봉로 364,1990-09-14,02-900-8541
313,신한은행,219642,수락산역,지점,일반,리테일, ,북부,서울,노원구,상계1동,,1132-1,동일로 1673,1990-09-19,02-937-1020
314,신한은행,263588,강남대로,지점,일반,리테일, ,서초,서울,서초구,서초2동,,1337-20,강남대로 327,1990-11-02,02-3472-2766
315,신한은행,263591,반포남금융센터,지점,일반,금융센터, ,서초,서울,서초구,반포1동,,30-25,서초중앙로 238,1990-11-06,02-594-4611
316,신한은행,263601,선릉중앙,지점,일반,리테일, ,강남,서울,강남구,대치4동,,889-13,테헤란로 410,1990-12-13,02-569-0690
317,신한은행,217424,파이낸스센터,지점,일반,리테일, ,중부,서울,중구,명동,,84,세종대로 136,1991-01-24,02-3783-0030
318,신한은행,214498,응암동,지점,일반,리테일, ,서부,서울,은평구,응암제1동,,98-65,은평로 136,1991-06-05,02-358-6200
319,신한은행,263782,사당남성,지점,일반,리테일, ,서초,서울,동작구,사당제3동,,252-17,사당로 215,1991-07-30,02-595-5811
320,신한은행,219930,둔촌동,지점,일반,리테일, ,강동,서울,강동구,성내제3동,,440-1,양재대로 1315,1991-08-12,02-487-1965
321,신한은행,263643,난곡,지점,일반,리테일, ,남부,서울,관악구,난곡동,,617-3,난우길 2,1991-09-03,02-852-8233
322,신한은행,263656,양재동,지점,일반,리테일, ,서초,서울,서초구,양재2동,,275-6,논현로 87,1991-10-25,02-589-0800
323,신한은행,263669,신내동,지점,일반,리테일, ,동부,서울,중랑구,신내2동,,666,봉화산로 194,1992-01-10,02-439-2455
324,신한은행,263685,사당역,지점,일반,리테일, ,서초,서울,동작구,사당제1동,,1047-45,남부순환로 2053,1992-04-23,02-3486-5200
325,신한은행,262314,당산역금융센터,지점,일반,금융센터, ,강서,서울,영등포구,당산제2동,,80,당산로41길 11,1992-05-28,02-2677-6001
326,신한은행,219464,청담동,지점,일반,리테일, ,강남,서울,강남구,청담동,,48-2,도산대로 506,1992-06-15,02-515-9957
327,신한은행,215947,테크노마트,지점,일반,리테일, ,동부,서울,광진구,구의제3동,,546-4,광나루로56길 85,1992-08-26,02-458-8669
328,신한은행,219503,프리미어삼풍(출),출장소,일반,출장소,교대역,서초,서울,서초구,서초4동,,1698-2,서초중앙로28길 8,1992-08-27,02-595-8624
329,신한은행,219752,압구정서,지점,일반,리테일, ,강남,서울,강남구,신사동,,528-4,압구정로 110,1992-09-23,02-548-5321
330,신한은행,219833,암사역,지점,일반,리테일, ,강동,서울,강동구,암사제2동,,503-23,올림픽로 787,1992-11-23,02-442-8081
331,신한은행,263740,서초동,지점,일반,리테일, ,서초,서울,서초구,서초3동,,1540-6,반포대로 101,1993-03-29,02-588-0110
332,신한은행,214236,중계동,지점,일반,리테일, ,북부,서울,노원구,중계본동,,364-22,한글비석로 254,1993-07-07,02-938-0053
333,신한은행,214249,양천향교역,지점,일반,리테일, ,강서,서울,강서구,가양제1동,,776-2,양천로 344,1993-07-14,02-2659-9226
334,신한은행,263795,올림픽선수촌,지점,일반,리테일, ,강동,서울,송파구,오륜동,,89-11,양재대로 1222,1993-07-20,02-403-5700
335,신한은행,214317,석촌역,지점,일반,리테일, ,강동,서울,송파구,석촌동,,174-2,백제고분로 365,1993-09-23,02-412-5611
336,신한은행,263805,도봉동(출),출장소,일반,출장소,수락산역,북부,서울,도봉구,도봉제2동,,30-1,도봉로180나길 41,1993-09-24,02-956-0505
337,신한은행,263818,역촌동,지점,일반,리테일, ,서부,서울,은평구,역촌동,,62-1,연서로 73,1993-10-06,02-382-5880
338,신한은행,213732,잠원동,지점,일반,리테일, ,서초,서울,서초구,잠원동,,50-2,잠원로14길 29,1993-10-25,02-534-7141
339,신한은행,214375,일원역,지점,일반,리테일, ,강남,서울,강남구,일원본동,,718,일원로 120,1993-12-01,02-3411-7121
340,신한은행,219202,불광동,지점,일반,리테일, ,서부,서울,은평구,불광제1동,,281-92,통일로 730,1993-12-06,02-389-3101
341,신한은행,214427,강남구청역,지점,일반,리테일, ,강남,서울,강남구,삼성2동,,1,학동로 402,1994-03-03,02-545-5503
342,신한은행,213884,정릉,지점,일반,리테일, ,북부,서울,성북구,정릉제2동,,404-41,보국문로 37,1994-03-14,02-918-9641
343,신한은행,262194,프리미어스포타임(출),출장소,일반,출장소,양재역금융센터,서초,서울,서초구,양재1동,,24,강남대로 213,1994-05-20,02-574-1550
344,신한은행,263847,신림동,지점,일반,리테일, ,남부,서울,관악구,신원동,,1695,신원로 26,1994-06-28,02-830-4300
345,신한은행,263850,흑석동,지점,일반,리테일, ,남부,서울,동작구,흑석동,,183-1,흑석로 110,1994-07-08,02-822-0500
346,신한은행,214553,금호역,지점,일반,리테일, ,동부,서울,성동구,금호2.3가동,,1331,동호로 102,1994-08-17,02-2233-2637
347,신한은행,263876,세종로,지점,일반,리테일, ,서부,서울,종로구,사직동,,116,새문안로 82,1995-01-24,02-732-6700
348,신한은행,263889,홍제동,지점,일반,리테일, ,서부,서울,서대문구,홍제제1동,,173-16,통일로 433,1995-06-23,02-396-6660
349,신한은행,263892,노량진역,지점,일반,리테일, ,남부,서울,동작구,노량진제1동,,116-2,만양로 105,1995-07-04,02-826-0600
350,신한은행,213457,신당동,지점,일반,리테일, ,중부,서울,중구,동화동,,292-45,다산로 220,1995-08-07,02-2238-4191
351,신한은행,263915,오류동,지점,일반,리테일, ,남부,서울,구로구,오류제1동,,55-52,경인로 212,1995-09-22,02-2612-8600
352,신한은행,263960,양재역금융센터,지점,일반,금융센터, ,서초,서울,강남구,도곡1동,,953-1,강남대로 240,1996-04-02,02-3462-0101
353,신한은행,263986,노원을지병원(출),출장소,일반,출장소,태릉역,북부,서울,노원구,하계1동,,280-1,한글비석로 68,1996-05-28,02-949-3700
354,신한은행,215413,압구정역,지점,일반,리테일, ,강남,서울,강남구,신사동,,575,압구정로 152,1996-06-25,02-3443-8200
355,신한은행,262110,압구정중앙,지점,일반,리테일, ,강남,서울,강남구,압구정동,,616,압구정로 220,1996-08-23,02-543-0501
356,신한은행,215471,동소문(출),출장소,일반,출장소,삼선교,북부,서울,성북구,돈암제2동,,609-1,성북로4길 52,1996-08-29,02-953-2292
357,신한은행,262123,고척사거리,지점,일반,리테일, ,남부,서울,구로구,고척제2동,,191-1,중앙로 100,1996-09-03,02-2683-8530
358,신한은행,262149,반포서래,지점,일반,리테일, ,서초,서울,서초구,반포4동,,91-8,서래로 34,1996-10-29,02-593-5800
359,신한은행,262152,자양동,지점,일반,리테일, ,동부,서울,광진구,자양제1동,,219-2,자양로 95,1996-11-05,02-2201-9004
360,신한은행,215507,구로역,지점,일반,리테일, ,남부,서울,구로구,구로제2동,,606-4,경인로 557,1996-11-11,02-2633-2111
361,신한은행,262165,동대문종합시장,지점,일반,리테일, ,중부,서울,종로구,종로5.6가동,,289-57,종로 272,1996-11-12,02-2264-3100
362,신한은행,215536,뚝섬역,지점,일반,리테일, ,동부,서울,성동구,성수1가제2동,,656-281,아차산로 33,1996-11-14,02-3409-0011
363,신한은행,262178,삼성역,지점,일반,리테일, ,강남,서울,강남구,대치2동,,944-1,테헤란로 516,1996-11-19,02-561-5559
364,신한은행,262181,창신동금융센터,지점,일반,금융센터, ,중부,서울,종로구,창신제1동,,327-2,지봉로 29,1996-12-13,02-3672-5200
365,신한은행,262217,대학로,지점,일반,리테일, ,북부,서울,종로구,혜화동,,90-18,대학로 146,1997-02-14,02-3673-0066
366,신한은행,215620,유한양행(출),출장소,일반,출장소,보라매역금융센터,남부,서울,동작구,대방동,,49-6,노량진로 74,1997-02-26,02-828-0551
367,신한은행,262233,송파,지점,일반,리테일, ,강동,서울,송파구,가락1동,,913,송파대로 345,1997-03-05,02-416-7500
368,신한은행,262259,도곡동,지점,일반,리테일, ,강남,서울,강남구,역삼2동,,779-3,언주로 321,1997-04-18,02-561-0063
369,신한은행,262288,목동중앙금융센터,지점,일반,금융센터, ,강서,서울,양천구,목5동,,908-34,목동동로 411,1997-07-04,02-2649-0050
370,신한은행,262327,가락동,지점,일반,리테일, ,강동,서울,송파구,가락본동,,98-4,송파대로 268,1997-08-19,02-407-9500
371,신한은행,262330,방화역,지점,일반,리테일, ,강서,서울,강서구,방화제3동,,829-4,금낭화로 135,1997-09-26,02-2661-5005
372,신한은행,262343,태릉역,지점,일반,리테일, ,북부,서울,노원구,공릉1동,,596-2,동일로 1018,1997-11-11,02-971-5000
373,신한은행,262356,등촌역,지점,일반,리테일, ,강서,서울,양천구,목3동,,605-1,공항대로 532,1997-12-02,02-3662-9500
374,신한은행,262369,상도동,지점,일반,리테일, ,남부,서울,동작구,대방동,,335-16,상도로 83,1997-12-09,02-814-1100
375,신한은행,215921,역삼역금융센터,지점,일반,금융센터, ,강남,서울,강남구,역삼1동,,736-6,테헤란로 146,1998-03-11,02-552-4173
376,신한은행,262408,합정역,지점,일반,리테일, ,서부,서울,마포구,합정동,,473,월드컵로3길 14,1998-08-03,02-3142-5700
377,신한은행,262466,강서,지점,일반,리테일, ,강서,서울,강서구,화곡제6동,,1116-6,화곡로 336,1998-08-03,02-2696-8500
378,신한은행,262385,대림동,지점,일반,리테일, ,남부,서울,영등포구,대림제1동,,700-2,대림로 152,1998-08-10,02-847-7400
379,신한은행,262424,교대역,지점,일반,리테일, ,서초,서울,서초구,서초1동,,1674-1,서초대로 314,1998-08-10,02-593-3600
380,신한은행,262453,청담역,지점,일반,리테일, ,강남,서울,강남구,청담동,,47-2,삼성로 709,1998-08-10,02-516-4600
381,신한은행,262479,봉은사로,지점,일반,리테일, ,강남,서울,강남구,삼성1동,,107-7,봉은사로 609,1998-08-10,02-3442-6100
382,신한은행,263711,강남중앙,지점,일반,리테일, ,강남,서울,강남구,역삼1동,,642-16,테헤란로 147,1999-01-02,02-538-5505
383,신한은행,215989,GS타워,지점,일반,리테일, ,강남,서울,강남구,역삼1동,,679,논현로 508,1999-10-11,02-508-5353
384,신한은행,265544,광장동,지점,일반,리테일, ,동부,서울,광진구,광장동,,470-10,아차산로 563,2002-03-15,02-455-0430
385,신한은행,217505,목동현대,지점,일반,리테일, ,강서,서울,양천구,목1동,,917-9,목동동로 293,2002-08-23,02-2647-9422
386,신한은행,265573,보라매,지점,일반,리테일, ,남부,서울,동작구,신대방제2동,,395-68,보라매로5가길 24,2002-10-22,02-847-0117
387,신한은행,265735,개롱역,지점,일반,리테일, ,강동,서울,송파구,가락2동,,166-2,오금로 396,2004-02-20,02-407-8100
388,신한은행,265748,도곡남,지점,일반,리테일, ,서초,서울,강남구,도곡1동,,544-3,도곡로 190,2004-05-21,02-574-5599
389,신한은행,265751,프리미어아이파크(출),출장소,일반,출장소,봉은사로,강남,서울,강남구,삼성1동,,87,영동대로 640,2004-05-25,02-6677-7700
390,신한은행,265777,신도림동,지점,일반,리테일, ,남부,서울,구로구,신도림동,,337,경인로 661,2004-09-21,02-2672-0043
391,신한은행,265816,양재하이브랜드,지점,일반,리테일, ,서초,서울,서초구,양재2동,,215,매헌로 16,2005-02-23,02-2155-2200
392,신한은행,265858,쌍문역,지점,일반,리테일, ,북부,서울,도봉구,창제1동,,655-20,도봉로 468,2005-05-04,02-993-6776
393,신한은행,265832,한국거래소(출),출장소,일반,출장소,여의도,강서,서울,영등포구,여의동,,33,여의나루로 76,2005-06-10,02-785-8600
394,신한은행,265890,돈암동,지점,일반,리테일, ,북부,서울,성북구,동선동,,117-2,동소문로 89,2005-07-12,02-927-6616
395,신한은행,265926,프리미어한티역(출),출장소,일반,출장소,도곡중앙,강남,서울,강남구,도곡2동,,527-3,선릉로 225,2005-08-23,02-578-2882
396,신한은행,265942,잠실롯데캐슬,지점,일반,리테일, ,강동,서울,송파구,잠실6동,,7-18,올림픽로 269,2005-12-23,02-418-0545
397,신한은행,265968,성산동,지점,일반,리테일, ,서부,서울,마포구,성산제2동,,64-14,월드컵북로 236,2006-02-10,02-303-1575
398,신한은행,265971,목동,지점,일반,리테일, ,강서,서울,양천구,신정6동,,321-6,목동서로 349,2006-04-05,02-2650-8800
399,신한은행,267063,갤러리아팰리스,지점,일반,리테일, ,강동,서울,송파구,잠실3동,,40,올림픽로 212,2006-05-09,02-2144-6161
400,신한은행,216645,현대모터타운,지점,일반,리테일, ,서초,서울,서초구,양재2동,,231,헌릉로 12,2006-06-21,02-573-6780
401,신한은행,882558,서울광장(출),출장소,일반,출장소,소공중앙,중부,서울,중구,명동,,188-3,을지로 16,1954-11-01,02-778-7696
402,신한은행,881630,보라매병원(출),출장소,일반,출장소,보라매,남부,서울,동작구,신대방제2동,,425,보라매로5길 20,1991-11-20,02-836-1553
403,신한은행,881054,스타시티금융센터,지점,일반,금융센터, ,동부,서울,광진구,자양제3동,,227-7,아차산로 272,2006-11-16,02-2024-8910
404,신한은행,881070,명일중앙(출),출장소,일반,출장소,명일역,강동,서울,강동구,명일제2동,,48-7,동남로 881,2006-12-07,02-427-0017
405,신한은행,881151,디지털중앙,지점,일반,리테일, ,남부,서울,금천구,가산동,,459-11,가산디지털1로 186,2006-11-01,02-863-0027
406,신한은행,881151,디지털중앙기업금융센터,지점,기업,기업금융센터, ,남부,서울,금천구,가산동,,459-11,가산디지털1로 186,2019-01-28,02-867-6100
407,신한은행,881164,목동오목교,지점,일반,리테일, ,강서,서울,양천구,목1동,,405-171,목동동로 212,2006-11-09,02-2062-7810
408,신한은행,881229,마곡역금융센터,지점,일반,금융센터, ,강서,서울,강서구,가양제1동,,773-3,공항대로 195,2007-01-17,02-6023-7600
409,신한은행,881494,워커힐,지점,일반,리테일, ,동부,서울,광진구,광장동,,341-12,아차산로 633,2007-02-27,02-452-9792
410,신한은행,881656,그랜드코리아레저(출),출장소,일반,출장소,무역센터,강남,서울,강남구,삼성1동,,159,테헤란로87길 58,2006-01-27,02-3466-8599
411,신한은행,882257,반포래미안,지점,일반,리테일, ,서초,서울,서초구,반포2동,,18-3,반포대로 287,2007-05-15,02-3477-1790
412,신한은행,882260,연희동,지점,일반,리테일, ,서부,서울,서대문구,연희동,,188-8,연희로 83,2007-07-04,02-3142-2600
413,신한은행,882367,상암동금융센터,지점,일반,금융센터, ,서부,서울,마포구,상암동,,1653,월드컵북로 361,2007-06-19,02-6393-2000
414,신한은행,882419,잠실트리지움,지점,일반,리테일, ,강동,서울,송파구,잠실3동,,35-2,석촌호수로 61,2007-07-25,02-421-7180
415,신한은행,883065,상암동KBS미디어센터(출),출장소,일반,출장소,KBS,강서,서울,마포구,상암동,,1652,매봉산로 45,2008-01-10,02-6939-8280
416,신한은행,883078,개포동역(출),출장소,일반,출장소,대치역,강남,서울,강남구,개포2동,,186-18,개포로88길 6,2008-03-12,02-2226-5335
417,신한은행,883162,퇴계로(출),출장소,일반,출장소,명동대기업금융센터,강북본부,서울,중구,장충동,,162-1,동호로 310,2008-04-03,02-2277-7600
418,신한은행,883175,LG트윈타워(출),출장소,일반,출장소,여의도중앙,강서,서울,영등포구,여의동,,20,여의대로 128,2008-04-24,02-3773-1267
419,신한은행,881627,문정역금융센터,지점,일반,금융센터, ,강동,서울,송파구,문정2동,,651,송파대로 167,2009-03-16,02-409-5100
420,신한은행,883308,현대계동,지점,일반,리테일, ,중부,서울,종로구,가회동,,140-2,율곡로 75,2008-07-28,02-742-0080
421,신한은행,883528,구파발역,지점,일반,리테일, ,서부,서울,은평구,진관동,,73,진관2로 15-8,2010-01-11,02-353-6336
422,신한은행,883984,강남구청,지점,일반,리테일, ,강남,서울,강남구,삼성2동,,16-1,학동로 426,2011-01-20,02-516-9072
423,신한은행,884022,국립중앙의료원(출),출장소,일반,출장소,을지로5가,중부,서울,중구,광희동,,18-79,을지로 245,2011-04-04,02-2279-6151
424,신한은행,885034,롯데월드타워(출),출장소,일반,출장소,롯데월드,강동,서울,송파구,잠실6동,,29,올림픽로 300,2014-10-16,02-3432-9888
425,신한은행,885128,용산구청,지점,일반,리테일, ,서부,서울,용산구,이태원제1동,,34-87,녹사평대로 150,2015-01-02,02-793-3801
426,신한은행,212937,신한PWM강남파이낸스센터,지점,WM,PWM, ,PWM,서울,강남구,역삼1동,,737,테헤란로 152,2002-09-09,02-2112-4500
427,신한은행,265612,신한PWM강남센터,지점,WM,PWM, ,PWM,서울,강남구,대치4동,,891-10,테헤란로 432,2002-09-03,02-3011-5500
428,신한은행,265625,신한PWM서울파이낸스센터,지점,WM,PWM, ,PWM,서울,중구,명동,,84,세종대로 136,2002-12-03,02-3783-0700
429,신한은행,265638,신한PWM여의도센터,지점,WM,PWM, ,PWM,서울,영등포구,여의동,,23-2,여의대로 70,2004-06-15,02-6337-3300
430,신한은행,265641,신한PWM서초센터,지점,WM,PWM, ,PWM,서울,서초구,서초3동,,1553-5,서초대로 254,2004-10-26,02-3482-1221
431,신한은행,265670,신한PWM잠실센터,지점,WM,PWM, ,PWM,서울,송파구,잠실6동,,7-18,올림픽로 269,2006-01-12,02-414-1300
432,신한은행,265683,신한PWM압구정센터,지점,WM,PWM, ,PWM,서울,강남구,신사동,,575,압구정로 152,2006-01-23,02-546-4422
433,신한은행,882736,신한PWM서교센터,지점,WM,PWM, ,PWM,서울,마포구,서교동,,490,양화로 45,2007-12-26,02-332-6006
434,신한은행,882749,신한PWM방배센터,지점,WM,PWM, ,PWM,서울,서초구,방배4동,,807-3,동광로 92,2007-12-21,02-537-1102
435,신한은행,883353,신한PWMPrivilege서울센터,지점,WM,PWM, ,PWM,서울,중구,소공동,,45,세종대로 39,2008-11-10,02-6050-8000
436,신한은행,883489,신한PWM도곡센터,지점,WM,PWM, ,PWM,서울,강남구,도곡2동,,467-14,언주로30길 39,2009-10-09,02-2057-4900
437,신한은행,883502,신한PWM태평로센터,지점,WM,PWM, ,PWM,서울,중구,소공동,,120,세종대로9길 20,2009-09-25,02-2151-5500
438,신한은행,883900,신한PWM목동센터,지점,WM,PWM, ,PWM,서울,양천구,목1동,,917-1,목동동로 233-3,2010-12-20,02-2646-1970
439,신한은행,884064,신한PWM이촌동센터,지점,WM,PWM, ,PWM,서울,용산구,이촌제1동,,301-61,이촌로 293,2011-08-22,02-794-5005
440,신한은행,884174,신한PWM반포센터,지점,WM,PWM, ,PWM,서울,서초구,반포4동,,63-7,반포대로 235,2011-12-22,02-3482-4700
441,신한은행,884187,신한PWM압구정중앙센터,지점,WM,PWM, ,PWM,서울,강남구,압구정동,,621-5,언주로 853,2012-04-16,02-3444-6767
442,신한은행,884828,신한PWMPrivilege강남센터,지점,WM,PWM, ,PWM,서울,강남구,대치4동,,892,테헤란로 440,2012-09-17,02-3452-6655
443,신한은행,887511,신한PWM한남동센터,출장소,일반,출장소,신한PWM이촌동센터,PWM,서울,용산구,한남동,,810,독서당로 111,2019-11-25,02-6261-3005
444,신한은행,262615,기업영업부,지점,기업,기업금융센터, ,중부,서울,중구,소공동,,120,세종대로9길 20,1999-01-02,02-756-0505
445,신한은행,262877,공덕금융센터,지점,일반,금융센터, ,서부,서울,마포구,공덕동,,471,백범로 192,1999-01-02,02-3273-6721
446,신한은행,262903,가양역,지점,일반,리테일, ,강서,서울,강서구,등촌제1동,,639-11,화곡로 398,1999-01-02,02-3662-5761
447,신한은행,215688,광교기업영업부,지점,기업,기업금융센터, ,중부,서울,중구,명동,,66-1,청계천로 54,2002-08-05,02-2010-2191
448,신한은행,218290,구로디지털금융센터,지점,일반,금융센터, ,남부,서울,구로구,구로제3동,,235,디지털로 272,2003-06-02,02-2108-6400
449,신한은행,265900,가산디지털금융센터,지점,일반,금융센터, ,남부,서울,금천구,가산동,,345-30,디지털로 130,2005-07-21,02-2026-1000
450,신한은행,267144,강남역금융센터,지점,일반,금융센터, ,서초,서울,서초구,서초2동,,1321-11,서초대로 398,2006-09-19,02-581-5055
451,신한은행,886282,압구정역기업금융센터,지점,기업,기업금융센터, ,강남,서울,강남구,신사동,,575,압구정로 152,2017-01-25,02-514-6790
452,신한은행,886295,영동기업금융센터,지점,기업,기업금융센터, ,강남,서울,강남구,논현2동,,84,언주로 709,2017-01-25,02-3444-5867
453,신한은행,886305,학동기업금융센터,지점,기업,기업금융센터, ,강남,서울,강남구,압구정동,,588-19,도산대로 221,2017-01-25,02-544-8200
454,신한은행,886318,무역센터기업금융센터,지점,기업,기업금융센터, ,강남,서울,강남구,삼성1동,,159,영동대로 513,2017-01-25,02-6000-5711
455,신한은행,886321,삼성역기업금융센터,지점,기업,기업금융센터, ,강남,서울,강남구,대치2동,,944-1,테헤란로 516,2017-01-25,02-565-6810
456,신한은행,886334,선릉중앙기업금융센터,지점,기업,기업금융센터, ,강남,서울,강남구,대치4동,,889-13,테헤란로 410,2017-01-25,02-566-9800
457,신한은행,886350,강남중앙기업금융센터,지점,기업,기업금융센터, ,강남,서울,강남구,역삼1동,,642-16,테헤란로 147,2017-01-25,02-562-6100
458,신한은행,886363,신사동기업금융센터,지점,기업,기업금융센터, ,서초,서울,강남구,논현1동,,1,강남대로 606,2017-01-25,02-546-4395
459,신한은행,886376,논현동기업금융센터,지점,기업,기업금융센터, ,서초,서울,강남구,역삼1동,,808-5,강남대로 468,2017-01-25,02-3452-7900
460,신한은행,886389,남부터미널기업금융센터,지점,기업,기업금융센터, ,서초,서울,서초구,서초3동,,1602-4,효령로 285,2017-01-25,02-582-4164
461,신한은행,886392,양재동기업금융1센터,지점,기업,기업금융센터, ,서초,서울,서초구,양재2동,,275-6,논현로 87,2017-01-25,02-589-0918
462,신한은행,886402,양재동기업금융2센터,지점,기업,기업금융센터, ,서초,서울,서초구,양재2동,,275-6,논현로 87,2017-01-25,02-589-0920
463,신한은행,886415,역삼동기업금융센터,지점,기업,기업금융센터, ,서초,서울,강남구,역삼1동,,837-12,강남대로 314,2017-01-25,02-552-8340
464,신한은행,886428,방배중앙기업금융센터,지점,기업,기업금융센터, ,서초,서울,서초구,방배1동,,898-5,방배로 148,2017-01-25,02-587-4376
465,신한은행,886431,성수동기업금융센터,지점,기업,기업금융센터, ,동부,서울,성동구,성수2가제3동,,289-20,아차산로7길 21,2017-01-25,02-465-7471
466,신한은행,886457,여의도기업금융센터,지점,기업,기업금융센터, ,강서,서울,영등포구,여의동,,45-11,국제금융로8길  ,2017-01-25,02-780-0507
467,신한은행,886460,서여의도기업금융센터,지점,기업,기업금융센터, ,강서,서울,영등포구,여의동,,14-31,국회대로70길 18,2017-01-25,02-780-4785
468,신한은행,886473,여의도중앙기업금융센터,지점,기업,기업금융센터, ,강서,서울,영등포구,여의동,,25-12,여의나루로 57,2017-01-25,02-761-6565
469,신한은행,886486,명동기업금융센터,지점,기업,기업금융센터, ,중부,서울,중구,명동,,53-1,명동길 43,2017-01-25,02-779-6636
470,신한은행,886499,종각역기업금융센터,지점,기업,기업금융센터, ,중부,서울,종로구,종로1.2.3.4가동,,70,종로 33,2017-01-25,02-755-8202
471,신한은행,886509,충무로기업금융센터,지점,기업,기업금융센터, ,중부,서울,중구,필동,,60-1,퇴계로 173,2017-01-25,02-2273-9300
472,신한은행,886512,가락동기업금융센터,지점,기업,기업금융센터, ,강동,서울,송파구,가락본동,,98-4,송파대로 268,2017-01-25,02-431-5353
473,신한은행,886525,영등포기업금융센터,지점,기업,기업금융센터, ,강서,서울,영등포구,영등포동,,57,영중로 27,2017-01-25,02-2677-4737
474,신한은행,886538,가양역기업금융센터,지점,기업,기업금융센터, ,강서,서울,강서구,등촌제1동,,639-11,화곡로 398,2017-01-25,02-3665-9820
475,신한은행,886541,세종로기업금융센터,지점,기업,기업금융센터, ,서부,서울,종로구,사직동,,116,새문안로 82,2017-01-25,02-736-4300
476,신한은행,886554,서교동기업금융센터,지점,기업,기업금융센터, ,서부,서울,마포구,서교동,,449-14,월드컵북로 35,2017-01-25,02-337-9968
477,신한은행,886732,구로역기업금융센터,지점,기업,기업금융센터, ,남부,서울,구로구,구로제2동,,606-4,경인로 557,2017-01-25,02-2631-4813
478,신한은행,887375,용산기업금융센터,지점,기업,기업금융센터, ,서부,서울,용산구,한강로동,,422,한강대로 95,2019-01-28,02-6023-1946
479,신한은행,265557,대기업영업1부,지점,기업,대기업, ,강북본부,서울,중구,소공동,,120,세종대로9길 20,1999-01-02,02-756-0505
480,신한은행,215756,삼성대기업금융센터,지점,기업,대기업, ,강남본부,서울,서초구,서초2동,,1321-15,서초대로74길 4,1997-07-01,02-752-9725
481,신한은행,218371,광교대기업금융1센터,지점,기업,대기업, ,강북본부,서울,중구,명동,,66-1,청계천로 54,2004-01-14,02-2010-2237
482,신한은행,217411,현대계동대기업금융센터,지점,기업,대기업, ,강북본부,서울,종로구,가회동,,140-2,율곡로 75,1976-03-17,02-746-4411
483,신한은행,262534,여의도대기업금융센터,지점,기업,대기업, ,FI본부,서울,영등포구,여의동,,25,국제금융로8길 25,1999-01-02,02-761-4400
484,신한은행,218384,여의도중앙대기업금융센터,지점,기업,대기업, ,강남본부,서울,영등포구,여의동,,25-12,여의나루로 57,2004-01-14,02-761-5871
485,신한은행,262495,강남대기업금융1센터,지점,기업,대기업, ,FI본부,서울,영등포구,대치2동,,25,테헤란로 522,1992-09-23,02-6264-3001
486,신한은행,218465,GS타워대기업금융센터,지점,기업,대기업, ,강남본부,서울,강남구,역삼1동,,679,논현로 508,2004-01-14,02-508-8181
487,신한은행,217479,현대모터타운대기업금융센터,지점,기업,대기업, ,강남본부,서울,서초구,양재2동,,231,헌릉로 12,2001-02-08,02-573-6780
488,신한은행,887362,명동대기업금융센터,지점,기업,대기업, ,강북본부,서울,중구,소공동,,50,소공로 94,2019-01-28,02-6327-5010
489,신한은행,886981,대기업영업2부,지점,기업,대기업, ,FI본부,서울,영등포구,소공동,,25,세종대로9길 20,2018-01-02,02-756-0506
490,신한은행,886994,광교대기업금융2센터,지점,기업,대기업, ,강북본부,서울,중구,명동,,66-1,청계천로 54,2018-01-02,02-2010-2250
