은행명,지점명,지점코드,우편번호,주소,전화번호,팩스번호
새마을금고,강진완도금고완도지점,868844,59118,전남완도군완도읍장보고대로１８９,061-554-4811,061-554-2471
새마을금고,강진완도중앙지점,868857,537808,전남완도군완도읍주도리１３７２,061-554-4997,061-554-2249
새마을금고,강화,458319,417802,인천광역시강화군강화읍강화대로３９６－２,032-934-0071,032-934-0074
새마을금고,강화금고중앙지점,865915,23033,인천강화군강화읍강화대로４３１강화새마을금고중앙지점,032-934-6787,032-934-6788
새마을금고,개금２동,455354,47392,부산부산진구복지로８５번길１,051-894-6200,051-894-6202
새마을금고,개금동,455341,47269,부산부산진구가야대로４９３（개금동）,051-894-0074,051-894-0235
새마을금고,개금동금고개금１동지점,852698,47320,부산부산진구복지로３０（개금동）,051-894-0097,051-898-1197
새마을금고,개금동금고개금３동지점,852685,47172,부산부산진구백양대로２４４（개금동）,051-894-0090,051-897-1483
새마을금고,개봉동,452894,8237,서울구로구경인로３３길６９,02-2681-8333,02-2613-9519
새마을금고,개봉동금고개봉１동지점,851877,8251,서울구로구고척로１９길３０,02-2616-6242,02-2616-6243
새마을금고,개봉동금고개봉２동지점,851880,8347,서울구로구개봉로１７길１３,02-2618-4214,02-2618-4215
새마을금고,개봉동금고개봉３동지점,869416,8352,서울구로구개봉로３길３４,02-2614-5247,02-2614-5248
새마을금고,개인택시,469120,63128,제주제주시남녕로４길４３,064-747-2483,064-743-2629
새마을금고,거북이,458649,502800,광주광역시서구광천동４９－１,062-360-8134,062-362-9778
새마을금고,거제,468927,53254,경남거제시거제중앙로１８５９－１거제새마을금고,055-632-0304,055-637-0311
새마을금고,거제１동,456036,611071,부산광역시연제구거제１동１－２４,051-865-5240,051-861-0230
새마을금고,거제１동동부지점,867434,611071,부산연제구거제１동１４６６－１７온천천쌍용예가상가１,051-862-5240,051-862-5241
새마을금고,거제１동현대홈타운점,852944,611765,부산연제구거제１동１４８１－１현대１차아파트상가,051-507-5240,051-861-0230
새마을금고,거제３동,456052,47544,부산연제구거제시장로３７,051-863-0770,051-863-4686
새마을금고,거제４동,456065,47534,부산연제구해맞이로８３,051-506-0771,051-506-0773
새마을금고,거제금고산달지점,864686,53282,경남거제시거제면산달길１３－６,055-633-1619,055-633-4580
새마을금고,거제금고상동지점,864673,53287,경남거제시계룡로６,055-633-4581,055-633-4582
새마을금고,거창,468781,50139,경남거창군거창읍아림로２３거창새마을금고,055-942-5657,055-945-0044
새마을금고,검단,457006,41511,대구북구검단동로４길１３,053-384-0011,053-383-0017
새마을금고,검단금고유성지점,853600,41514,대구북구검단로１１７,053-384-0015,053-384-0170
새마을금고,검사실,450058,135090,서울특별시강남구삼성동１６４,02-2145-9114,02-2145-9973
새마을금고,경기서부,462910,18550,경기화성시송산면사강로１８３－１,031-357-4747,031-357-9244
새마을금고,경기서부금고마도지점,858498,18537,경기화성시마도면석교로１５７번길６－１７,031-356-3129,031-356-5642
새마을금고,경기서부금고시청지점,860842,18271,경기화성시남양읍시청로１０５,031-355-5106,031-355-8458
새마을금고,경기서부금고이동탄지점,871019,18477,경기화성시동탄대로시범길２６１,031-375-8920,031-375-8922
새마을금고,경기지부,450184,440302,경기도수원시장안구장안로１３５,031-251-3809,031-258-0133
새마을금고,경기화성,462923,18567,경기화성시우정읍３．１만세로４１．,031-351-4075,031-351-4078
새마을금고,경기화성금고남동탄지점,873020,18501,경기도화성시동탄순환대로２６３풍산리치안타워경기화성새마을금고남동탄지점,031-376-1475,031-376-1473
새마을금고,경기화성금고동탄다은지점,852177,18455,경기화성시동탄반석로１２４센타프라자１０９호１１０호,031-8003-1475,031-8003-1478
새마을금고,경기화성금고향남로데오지점,871996,18606,경기화성시향남읍상신하길로３２６탑스프라자２０３호,031-8077-4770,031-8077-4776
새마을금고,경기화성금고향남지점,869623,18600,경기화성시향남읍발안로１１２발안로１１２삼성프라자１０５호,031-8059-3900,031-8059-3903
새마을금고,경기화성조암지점,865504,445955,경기화성시우정읍조암리２６５－６,031-351-0650,031-351-0650
새마을금고,경남모직,467481,630803,경남마산시봉암동６６６,055-250-2091,055-296-3121
새마을금고,경명,466929,39864,경북칠곡군지천면신동로１５６,054-972-2134,054-972-7304
새마을금고,경명금고가산지점,866943,718910,경북칠곡군가산면경북대로천평２길５８,054-971-3660,054-971-3661
새마을금고,경명금고동명지점,862921,718920,경북칠곡군동명면금암중앙길３５－１,054-976-6009,054-976-2311
새마을금고,경북대학교병원,456395,41944,대구중구동덕로１３０경북대학교병원새마을금고,053-200-5111,053-421-9244
새마을금고,경북지부,450223,706816,대구광역시수성구국채보상로８６６,053-742-3511,053-742-3530
새마을금고,경북항운노동조합,465797,37831,경북포항시남구상공로２４（상도동）,054-273-6736,054-277-1153
새마을금고,경산,466712,38623,경북경산시중앙로１７길９（중방동）,053-811-7510,053-812-7510
새마을금고,경산금고경산계양지점,862691,38588,경북경산시장산로２５７（사동）,053-801-7517,053-801-7518
새마을금고,경산금고중산지점,873266,38668,경상북도경산시펜타힐즈２로２５１０５호，경산금고중산지점,053-716-7910,053-716-7911
새마을금고,경산중앙지점,862688,712060,경북경산시중방동８６１－６,053-811-7513,053-811-7516
새마을금고,경상북도청,457064,36759,경북안동시풍천면도청대로４５５,054-880-8547,054-880-8569
새마을금고,경영지원부,450032,135090,서울특별시강남구삼성동１６４,02-2145-9114,02-2145-9973
새마을금고,경주,465904,38154,경북경주시동성로９８,054-743-5521,054-771-5521
새마을금고,경주금고노서지점,862125,38158,경북경주시금성로２７４２４（노서동）,054-742-5521,054-744-5521
새마을금고,경주금고용강지점,867201,38090,경북경주시다불로２３（용강동）,054-776-5521,054-776-5523
새마을금고,경주금고용황지점,872131,38069,경북경주시용황구획４길３９,054-749-5521,054-771-5521
새마을금고,경포,463414,210380,강원강릉시안현동８６４－２,033-644-1341,033-644-7322
새마을금고,경화,467562,635801,경남창녕군창녕읍교리１００１－４,055-533-1815,055-533-1816
새마을금고,경희의료원,452205,2447,서울동대문구경희대로２３경희의료원,02-958-9853,02-958-9855
새마을금고,계룡,469683,321900,충남계룡시금암동１４－７,042-841-0900,042-841-4535
새마을금고,계림,458335,61423,광주동구구성로２６０,062-223-7540,062-223-9438
새마을금고,계명,457187,42413,대구남구현충로２２２,053-626-0651,053-626-0654
새마을금고,계명대학교동산의료원,456382,41931,대구중구달성로５６,053-250-7569,053-250-7080
새마을금고,계산,458212,21048,인천계양구계양대로２０１,032-541-3001,032-548-8379
새마을금고,계산금고귤현지점,872102,21016,인천계양구양지로１３８,032-545-3360,032-545-3778
새마을금고,계산금고빛길지점,854816,21070,인천계양구용종로２３상가동,032-553-0183,032-553-0185
새마을금고,계산금고하나지점,854793,21030,인천계양구경명대로１１１１금보프라자,032-541-4477,032-544-0222
새마을금고,계양,458225,407818,인천광역시계양구주부토로４００,032-542-8111,032-549-8996
새마을금고,계양금고가현지점,854832,21047,인천계양구계양대로９５,032-545-0554,032-548-4992
새마을금고,계양금고병방지점,854845,21027,인천계양구장제로９１３（병방동）,032-546-4608,032-546-1377
새마을금고,계양금고용종지점,854858,21061,인천계양구계양문화로１５１상가동１０２호,032-546-1281,032-546-1366
새마을금고,계양금고중앙지점,854829,21115,인천계양구효서로２５７,032-545-0552,032-549-7956
새마을금고,고경,466686,770840,경북영천시고경면해선리３１９,054-335-3823,054-335-5823
새마을금고,고경단포지점,862675,770843,경북영천시고경면단포리２６８－２,054-335-2766,054-336-2766
새마을금고,고군,459415,539811,전남진도군고군면고성리２９８－４,061-543-0055,061-543-6999
새마을금고,고군회동지점,855721,539810,전남진도군고군면회동리５７２,061-542-6070,061-542-6070
새마을금고,고령,466880,40137,경북고령군대가야읍시장길１４,054-954-1650,054-955-2850
새마을금고,고령금고다산지점,862769,40108,경북고령군다산면상곡길３７,054-955-6399,054-955-0775
새마을금고,고령금고성산지점,850179,40118,경북고령군성산면성산로９０５,054-954-4877,054-955-2850
새마을금고,고령금고쌍림지점,862785,40163,경북고령군쌍림면대가야로５８８,054-955-1229,054-955-1229
새마을금고,고령금고우곡지점,862772,40152,경북고령군우곡면도진３길１５,054-955-2477,054-956-2227
새마을금고,고로지점,862756,716870,경북군위군고로면학성리１６６－６２,054-382-1339,054-382-3676
새마을금고,고리원자력,455859,619711,부산광역시기장군장안읍고리２１６,051-726-2465,051-726-3009
새마을금고,고성,468956,52942,경남고성군고성읍중앙로４３번길８－１,055-674-6801,055-674-6803
새마을금고,고성,456861,702073,대구북구고성３가１０２－２５,053-359-0001,053-354-6142
새마을금고,고성,463579,24735,강원고성군간성읍간성로４４고성새마을금고,033-681-5990,033-681-6441
새마을금고,고성금고성내（기독교）지점,864699,52943,경남고성군고성읍성내로１３９,055-672-4091,055-672-4093
새마을금고,고아,466495,39141,경북구미시고아읍선산대로９５９,054-481-3647,054-482-3647
새마을금고,고아금고예강지점,862578,39143,경북구미시고아읍예강１길７예강１길７,054-481-3642,054-481-3642
새마을금고,고아오로지점,862565,730816,경북구미시고아읍오로리３８１－７번지,054-481-4345,054-481-4345
새마을금고,고아이례지점,862552,730810,경북구미시고아읍관심리６３４－９번지,054-482-3126,054-482-3126
새마을금고,고양누리,463087,10589,경기고양시덕양구동세로９０,02-357-9668,02-359-8963
새마을금고,고양누리금고고양지점,858728,10274,경기고양시덕양구혜음로４５,031-962-9668,031-962-8963
새마을금고,고양누리금고도내지점,858731,10551,경기고양시덕양구도래울로５４,031-968-9668,031-968-8963
새마을금고,고양누리금고성사지점,867227,10463,경기도고양시덕양구호국로７９０번길１７,031-966-1606,031-966-1893
새마을금고,고양누리금고주엽지점,867243,10361,경기고양시일산서구강성로５８,031-916-1606,031-916-1613
새마을금고,고양누리금고풍동지점,869568,10305,경기고양시일산동구숲속마을로１８,031-902-9668,031-901-2169
새마을금고,고양누리금고화정지점,867230,10500,경기고양시덕양구화중로７２,031-970-1606,031-978-7573
새마을금고,고양동부,463090,10564,경기고양시덕양구원흥４로７１층,031-963-9632,031-962-9632
새마을금고,고양동부금고백석지점,865795,10445,경기고양시일산동구일산로１４３１층,031-903-9632,031-903-9631
새마을금고,고양동부금고송포지점,860101,10212,경기고양시일산서구덕이로１８７１층,031-922-9632,031-923-9633
새마을금고,고양동부금고주엽지점,850182,10387,경기고양시일산서구주화로７０１１０호，１１１호,031-917-9632,031-917-9688
새마을금고,고양동부금고행신지점,858744,10517,경기고양시덕양구행신로１５１１층,031-970-9632,031-974-0300
새마을금고,고양동부금고화전지점,858757,10539,경기고양시덕양구중앙로６２번길１,02-3159-9632,02-3159-8660
새마을금고,고양동부금고화정지점,858760,10477,경기고양시덕양구은빛로３９,031-969-9632,031-967-0605
새마을금고,고양동부금고효자지점,867748,10582,경기고양시덕양구북한산로３８７번길１,02-381-9632,02-381-0851
새마을금고,고양동부금고후곡지점,868459,10375,경기고양시일산서구일산로５４９１층,031-914-9632,031-914-9634
새마을금고,고읍,459541,529875,전남장흥군관산읍옥당리４２５－２,061-867-2419,061-867-6419
새마을금고,고창,465140,56432,전북고창군고창읍중앙로２２６,063-564-1655,063-564-2937
새마을금고,고창금고부안지점,861634,56416,전북고창군부안면복분자로８９９,063-563-8048,063-564-1912
새마을금고,고창금고상하지점,861650,56410,전북고창군상하면상하１길８－１하장리９３８－９,063-563-0260,063-561-1260
새마을금고,고창금고해리지점,861647,56402,전북고창군해리면해리중앙로７７하련리１０８－１,063-562-1183,063-562-1184
새마을금고,고척１동,452878,8222,서울구로구경인로４７길１０２,02-2617-1181,02-2617-1687
새마을금고,고척１동금고양지지점,851851,8232,서울구로구경서로４７,02-2617-1184,02-2617-1637
새마을금고,고척２동,452881,152831,서울구로구고척２동고척로２２９,02-2618-4787,02-2682-5825
새마을금고,고척２동금고남부지점,851864,152834,서울구로구고척２동경인로３３길８８,02-2618-0693,02-2619-3179
새마을금고,고흥,459156,59543,전남고흥군고흥읍시장길４１,061-832-2072,061-835-2092
새마을금고,고흥금고대서지점,855527,59507,전남고흥군대서면동서로４６０,061-833-3606,061-834-3606
새마을금고,고흥금고두원지점,855530,59513,전남고흥군두원면두원로８８８성두리１０１６－７,061-834-1120,061-834-1159
새마을금고,곡선,462677,16581,경기수원시권선구세권로１９４,031-235-7403,031-238-3983
새마을금고,곡선금고곡반정동지점,858126,16672,경기수원시권선구곡반정로６５번길２７,031-234-8650,031-234-8651
새마을금고,곡선금고권선동지점,858139,16584,경기수원시권선구덕영대로１２０７번길５０,031-238-9140,031-236-8744
새마을금고,곡선금고삼성로지점,873431,16682,경기도수원시영통구권선로９０８번길４７１０４호，１０５호곡선금로,031-236-9652,031-236-9653
새마을금고,곡선금고온수골지점,858142,16553,경기수원시권선구동수원로２４２번길２８,031-237-4642,031-237-4644
새마을금고,곡선금고현대아이파크지점,850292,16664,경기수원시권선구동수원로１４５번길２３단지내상가동１１１호,031-238-7496,031-238-7498
새마을금고,곡선새마을금고덕영대로지점,874090,16684,경기도수원시영통구덕영대로１４１０영통아이파크캐슬１단지상가ａ동１０１,031-202-6673,031-202-6674
새마을금고,공단,457572,711857,대구광역시달성군논공읍북리８３３－１２５,053-615-5229,053-614-1650
새마을금고,공단,466398,39371,경북구미시１공단로１９７－３파라디아상가１층,054-463-3620,054-461-9420
새마을금고,공단１동,466453,39248,경북구미시수출대로３길１１１（공단동）,054-461-8859,054-714-1227
새마을금고,공단１동금고제１지점,872018,39246,경북구미시비산로１길３６,054-463-3559,054-462-1277
새마을금고,공덕,452014,4205,서울마포구만리재옛길５７,02-711-2711,02-711-2712
새마을금고,공덕금고공덕새마을금고지점,851369,4184,서울마포구효창원로２５２,02-711-2714,02-713-2715
새마을금고,공산,456829,41009,대구동구팔공산로１６７６,053-983-0012,053-985-4009
새마을금고,공제사업부,450074,135090,서울특별시강남구삼성동１６４,02-2145-9114,02-2145-9973
새마을금고,공주,461416,314050,충남공주시중동１４７－１,041-854-4140,041-856-4140
새마을금고,공화,458872,59744,전남여수시동문로１１６,061-662-1326,061-664-0606
새마을금고,공화금고엑스포지점,851495,59723,전남여수시박람회길６１엑스힐스테이트１단지제상가동제１층제１０２호,061-665-1326,061-665-1328
새마을금고,과역,459172,59511,전남고흥군과역면고흥로２９８５,061-832-9534,061-832-9536
새마을금고,과역금고동강지점,855543,59502,전남고흥군동강면고흥로４２６８,061-833-2456,061-833-9625
새마을금고,과천,462583,13813,경기과천시과천대로６０８－７,02-502-3155,02-502-8764
새마을금고,과천관문지점,857897,427050,경기도과천시부림동３０－５,02-502-3163,02-504-6227
새마을금고,과천금고별양지점,857907,13837,경기과천시별양상가１로３０,02-502-3602,02-502-3604
새마을금고,곽지,469308,695903,제주특별자치도제주시애월읍곽지남２길２,064-799-0476,064-799-1593
새마을금고,관교문학동,457873,402070,인천광역시남구매소홀로５４０,032-429-5501,032-429-5504
새마을금고,관교문학동금고관교지점,854256,22240,인천남구주승로１８０,032-421-2125,032-431-9966
새마을금고,관교문학동금고선학지점,854269,21909,인천연수구학나래로１１８번길９선학프라자１０５호,032-814-6414,032-811-2332
새마을금고,관악,453408,8732,서울관악구청림길７（봉천동）,02-878-6313,02-873-5768
새마을금고,관악중앙,453437,8786,서울특별시관악구청룡１길２（봉천동８９５－１８）,02-877-1091,02-872-1091
새마을금고,관악중앙금고봉천역지점,852151,8785,서울관악구쑥고개로１１길３８（봉천동９２８－６）,02-886-0068,02-872-9493
새마을금고,관악중앙금고쑥고개지점,873415,8830,서울특별시관악구참숯길８관악중앙금고쑥고개지점,02-878-0953,02-875-1092
새마을금고,관악중앙쑥고개지점,850289,151844,서울관악구청룡동１５３９－２２,02-878-0953,02-875-1092
새마을금고,관촌,465030,566812,전북임실군관촌면관촌리３４７－２,063-642-0077,063-43-8428
새마을금고,광남,458500,61631,광주남구독립로１６１광남새마을금고,062-366-8111,062-366-8119
새마을금고,광남,462473,14294,경기광명시광명로８３１번길５－１,02-2617-0341,02-2684-1341
새마을금고,광남,454258,48983,부산중구자갈치로４７번길３－１,051-245-9058,051-245-9057
새마을금고,광남금고광명사거리역지점,857761,14286,경기광명시오리로９８５（１층）,02-2686-8566,02-2686-8565
새마을금고,광남금고광복지점,869241,48946,부산중구광복로３５번길７,051-246-0995,051-246-0997
새마을금고,광남금고돌고개역지점,872526,61619,광주광역시남구월산로１５１번길２광남금고돌고개역지점,062-366-8112,062-352-8119
새마을금고,광남금고소하지점,859581,14316,경기광명시금하로４５８１０１호,02-899-9911,02-898-7373
새마을금고,광남금고중앙지점,850069,14290,경기광명시광명로８５７,02-2617-0361,02-2616-3703
새마을금고,광덕,461377,31221,충남천안시동남구광덕면신흥리３길１８－１,041-567-0165,041-568-7691
새마을금고,광덕금고두정지점,870243,31090,충남천안시서북구두정로１２８,041-568-0165,041-909-0919
새마을금고,광명,462622,14205,경기광명시광복로５１－１,02-2688-0147,02-2686-0146
새마을금고,광명금고ＫＴＸ광명역지점,853817,14349,경기광명시광명역로２６광명역파크자이상가１층,02-899-9504,02-899-9506
새마을금고,광명금고ＫＴＸ중앙지점,871954,14344,경기광명시신기로１７번길６케이스퀘어１층,02-899-9511,02-899-9513
새마을금고,광명금고광명역지점,857994,14221,경기광명시광이로３－２１,02-2619-3362,02-2619-3363
새마을금고,광명금고광복지점,857981,14209,경기도광명시광복로６６광명금고광복지점,02-2619-3311,02-2619-3314
새마을금고,광명금고철산지점,857965,14226,경기광명시시청로１０６－１,02-2682-0117,02-2619-4403
새마을금고,광명동부,462606,14251,경기광명시도덕공원로７９－１（철산동）,02-2682-8881,02-2613-6207
새마을금고,광명동부금고자경지점,857936,14327,경기광명시오리로３６０（소하동）,02-897-5679,02-897-7207
새마을금고,광명동부금고철산지점,868860,14240,경기광명시철산로３０번길１４１０２호（철산동）,02-2066-5491,02-2066-5493
새마을금고,광명동부금고하안중앙지점,869775,14248,경기광명시범안로１０３９１０５호（하안동）,02-809-5666,02-809-5668
새마을금고,광명동부금고하안지점,857923,14303,경기광명시오리로６５３（하안동）,02-897-4112,02-898-6815
새마을금고,광명새마을금고광일지점,857978,14210,경기도광명시광명로９５１광명새마을금고광일지점,02-2616-0020,02-2611-0006
새마을금고,광명제일,462486,14296,경기광명시광명로７７３（광명동）,02-2612-8313,02-2612-8314
새마을금고,광명제일７동지점,857787,423016,경기도광명시광명６동３３７－５７문영씨티빌１０２호,02-2616-7381,02-2616-7382
새마을금고,광명제일금고도덕로지점,867421,14276,경기광명시도덕로４９（광명동）,02-2612-5912,02-2612-5914
새마을금고,광명제일금고새터로지점,857774,14263,경기광명시새터로１２１번길８（광명동）,02-2616-5074,02-2016-5075
새마을금고,광명제일금고소하지점,869487,14314,경기광명시하안로１５４１０３호１０４호（소하동，금호어울림아파트）,02-899-0092,02-899-0094
새마을금고,광명제일금고신촌지점,860774,14319,경기광명시하안로１０８１０１호（소하동，에이스광명타워）,02-6112-8310,02-6112-8314
새마을금고,광명제일새마을금고,874252,14274,경기도광명시광명로８３２번길１２１０２호（광명동）광명제일금고광명로점,02-2616-7381,02-2616-7382
새마을금고,광안,455176,48298,부산수영구수영로５６８이든바인하츠１０１호광안새마을금고,051-753-9898,051-757-9681
새마을금고,광안１．３동,455163,613101,부산광역시수영구광안１동１２０－２,051-753-6534,051-759-3058
새마을금고,광안금고광안４동지점,852627,48261,부산수영구호암로７,051-758-0784,051-758-0098
새마을금고,광양,459101,57742,전남광양시광양읍읍성３길５－１,061-763-6900,061-763-6924
새마을금고,광양금고옥곡지점,855446,545833,전남광양시옥곡면옥진로６６５－１,061-772-8000,061-772-6924
새마을금고,광양금고용강지점,860305,545800,전남광양시광양읍와룡길２８,061-761-6040,061-761-6924
새마을금고,광양시,459088,57791,전남광양시광장로１２７,061-797-1400,061-791-4807
새마을금고,광양시금고광양읍지점,870311,57754,전남광양시광양읍인덕로９７７,061-797-1422,061-761-7252
새마을금고,광양시금고광영지점,855433,57715,전남광양시광영로７８,061-797-1460,061-792-4464
새마을금고,광양시금고무등지점,869636,57780,전남광양시중마로２３１,061-797-1470,061-792-9993
새마을금고,광양시금고송보지점,850739,57778,전남광양시진등길５５－５송보５차상가내５１０－２０２,061-797-1490,061-795-8776
새마을금고,광양시금고제철지점,850470,57804,전남광양시폭포사랑길９９백운쇼핑센터내２층,061-797-1480,061-799-4457
새마을금고,광장,456447,41863,대구서구달구벌대로３６１길１４－１광장새마을금고,053-573-0071,053-573-0073
새마을금고,광장금고광장１지점,853147,41871,대구서구달서로５길２３광장새마을금고,053-573-0074,053-573-0076
새마을금고,광주,458652,61924,광주서구천변좌로２４６번길３,062-361-3515,062-363-8805
새마을금고,광주,462075,12756,경기광주시중앙로１３０,031-762-2954,031-765-1420
새마을금고,광주광역시청,458380,61945,광주서구내방로１１１,062-613-5649,062-613-5677
새마을금고,광주금고태전지점,872827,12781,경기도광주시고불로７０광주금고태전지점,031-8027-8015,031-8027-8017
새마을금고,광주금고각화지점,855145,61139,광주북구동문대로２４８번길４６,062-268-6164,062-268-6168
새마을금고,광주금고능평지점,867214,12773,경기광주시오포읍능평로１８９주봉빌딩,031-767-2951,031-767-2953
새마을금고,광주금고양동지점,855132,61924,광주서구경열로１４６번길３－２,062-362-6164,062-361-3520
새마을금고,광주금고역동지점,856995,12759,경기광주시중앙로９５－６동부빌딩,031-762-0203,031-765-0203
새마을금고,광주금고풍암금호지점,867861,62036,광주서구운천로２０,062-651-6167,062-651-6165
새마을금고,광주금고회덕지점,869348,12766,경기광주시이배재로１１６회덕빌딩,031-766-2954,031-766-2901
새마을금고,광주북부,458681,61243,광주북구서림로１０９－１,062-522-7527,062-529-2290
새마을금고,광주북부금고양산지점,853833,61025,광주북구양산로６１,062-522-7529,062-522-7522
새마을금고,광주새마을금고상무지점,873936,62000,광주서구백석길４광주금고상무지점,062-362-6164,062-361-3520
새마을금고,광주유통제３지점,855158,502153,광주시서구매월동９５２－４,062-651-6167,062-651-6165
새마을금고,광주전남지부,450155,502725,광주광역시서구상무대로１１１４,062-361-3005,062-364-8087
새마을금고,광주중앙,458830,61239,광주북구금재로２５,062-526-1761,062-526-1764
새마을금고,광주중앙금고첨단지점,855242,61087,광주북구첨단연신로１０７번길５,062-527-5353,062-526-1547
새마을금고,광진자양,454054,143843,서울특별시광진구뚝섬로４７６－１１,02-498-3300,02-498-0028
새마을금고,광진자양금고건대역지점,866736,5073,서울광진구아차산로３０길２５,02-498-0100,02-498-3441
새마을금고,광진중앙,454151,5102,서울광진구자양로５길３２광진중앙새마을금고,02-458-1510,02-447-3257
새마을금고,광진중앙금고자양３동지점,873062,5090,서울특별시광진구뚝섬로３６길４８광진중앙금고자양３동지점,02-458-1521,070-7545-6930
새마을금고,광진중앙금고동서울지점,873004,5049,서울시광진구뚝섬로７４１광진중앙금고동서울지점,02-458-1520,070-4369-1773
새마을금고,광화문,451028,3040,서울종로구자하문로３７,02-735-2188,02-735-2186
새마을금고,괘법동,456175,617060,부산광역시사상구괘법동８３３－１４,051-324-9796,051-314-9796
새마을금고,괴산,464594,28030,충북괴산군괴산읍읍내로１０길２,043-832-2985,043-834-2985
새마을금고,괴정２동,455037,49348,부산사하구낙동대로１３９（괴정동）,051-292-5322,051-201-3667
새마을금고,괴정２동금고대티고개지점,860392,604082,부산시사하구괴정２동오작로１８５,051-292-5325,051-292-5325
새마을금고,괴정２동세리골지점,860402,604864,부산사하구괴정２동２３４－１,051-292-7838,051-292-7839
새마을금고,괴정３동,455040,49356,부산사하구낙동대로１９９번길３２,051-291-4446,051-293-5669
새마을금고,괴정３동금고제１지점,852818,49355,부산사하구낙동대로２０３엔스타상가건물,051-201-4448,051-292-0442
새마을금고,교남동,451073,3165,서울종로구송월길１４７동아아파트상가１층,02-737-1896,02-737-1893
새마을금고,교남동새마을금고경희궁지점,874634,3182,서울특별시종로구새문안로３길１２신문로빌딩１층교남동금고경희궁지점,02-737-1898,02-737-1895
새마을금고,교동,466592,38842,경북영천시최무선로２１４,054-333-1026,054-332-1026
새마을금고,교현,464471,27384,충북충주시갱고개로２７,043-847-5021,043-848-5011
새마을금고,교현금고예성지점,850441,27370,충북충주시국원대로１１４,043-846-5021,043-846-5023
새마을금고,구례,459127,57642,전남구례군구례읍구례１길３６,061-782-4700,061-782-0321
새마을금고,구례금고산동지점,850496,57604,전남구례군산동면지리산온천로２６２산천빌딩,061-783-9223,061-783-9222
새마을금고,구로２동,452807,152854,서울특별시구로구구로동로２８길１７,02-853-1660,02-859-7190
새마을금고,구로３동,452810,152875,서울특별시구로구도림로３６,02-854-3247,02-857-9393
새마을금고,구로５동,452836,8293,서울구로구구로중앙로３２가길２２,02-863-7381,02-861-3656
새마을금고,구로본동,452920,152858,서울시구로구구로본동４１５－６,02-862-1924,02-862-8429
새마을금고,구로본동제１지점,851929,152059,서울시구로구구로본동４８６－３７，４０,02-862-1974,02-862-1974
새마을금고,구리,463359,11928,경기구리시안골로８３－１,031-556-1400,031-551-0956
새마을금고,구리금고교문지점,871226,11925,경기구리시경춘로１７４,031-563-0606,031-562-4334
새마을금고,구리금고돌다리지점,867609,11929,경기구리시검배로２３,031-562-7766,031-562-7760
새마을금고,구리금고수평지점,868925,11940,경기구리시이문안로７６,031-558-2222,031-551-0963
새마을금고,구리새마을금고갈매지점,874498,11901,경기도구리시갈매중앙로７９ＳＭ타워구리금고갈매지점,031-551-7000,031-523-2477
새마을금고,구미,459729,39221,경북구미시구미중앙로１１길１６구미새마을금고,054-452-4337,054-455-3031
새마을금고,구미,466343,730922,경북구미시원평２동１２２－１７,054-452-4337,054-455-3031
새마을금고,구미강동,466424,39409,경북구미시인동남길１４４（인동새마을금고）,054-473-0151,054-472-7413
새마을금고,구미강동금고４공단지점,869474,39185,경북구미시옥계북로３４１０３호,054-476-6677,054-473-9486
새마을금고,구미강동금고산동지점,873101,39164,경상북도구미시산동면신당１로２길１４구미강동금고산동지점,054-715-8010,054-715-8011
새마을금고,구미강동금고양포지점,862497,39179,경북구미시흥안로９,054-475-1151,054-475-1153
새마을금고,구미강동금고옥계지점,862507,39186,경북구미시산호대로２５길１６,054-476-7014,054-476-7016
새마을금고,구미강동금고인동지점,862510,39429,경북구미시인동중앙로４２,054-473-9484,054-472-7413
새마을금고,구미강동금고장천지점,862484,39454,경북구미시장천면상장４길５,054-471-8863,054-472-0208
새마을금고,구미강동금고황상지점,862471,39428,경북구미시검성로３２－７,054-473-0155,054-472-4009
새마을금고,구미금고구운지점,871705,39152,경북구미시고아읍송평구길７３,054-453-2291,054-452-5883
새마을금고,구미금고무을지점,871718,39101,경북구미시무을면상무로９４４,054-481-9088,054-481-0436
새마을금고,구봉,458953,550805,전남여수시국동신월로６６８（국동）,061-643-1139,061-643-9609
새마을금고,구봉금고신월지점,870528,59760,전남여수시신월로５９２,061-642-1159,061-641-1159
새마을금고,구봉새마을금고１분사,855323,550180,전남여수시국동１９３－４５４,061-642-1159,061-643-1149
새마을금고,구산동,451772,3414,서울은평구갈현로１１４구산동새마을금고,02-358-1784,02-384-9903
새마을금고,구산동금고제１지점,851194,3426,서울은평구서오릉로２０１１층새마을금고,02-358-4524,02-358-4521
새마을금고,구서금고,455969,46243,부산금정구구서로６（구서동）,051-514-4002,051-517-7030
새마을금고,구서금고두구지점,867641,46208,부산금정구체육공원로６２２（두구동）,051-508-2900,051-508-6589
새마을금고,구월남촌,458018,21534,인천남동구호구포로８０２나동,032-465-5189,032-468-5179
새마을금고,구월남촌금고구월지점,854515,21564,인천남동구인주대로６６７－１,032-468-6234,032-468-0433
새마을금고,구월남촌금고남촌지점,854528,21626,인천남동구남촌동로３５번길４,032-468-0431,032-471-0432
새마을금고,구의．광장,454135,143819,서울특별시광진구광나루로５３５,02-447-4829,02-444-1692
새마을금고,구의．광장금고광장동지점,852423,4968,서울광진구광장로７６,02-446-4768,02-446-4769
